BU_NAME	IMPEXP_TYPR	CONTAINER_NUM	SHIPPING_LINE_OPERATOR	VESSEL	VOYAGE_NUM	ARRIVAL_DATE	DEPARTURE_DATE	ORIGIN_COUNTRY	PORT_OF_LANDING	DESTINATION_COUNTRY	PORT_OF_UNLADING	TEU	GOODS_VALUE_USD	NOTIFIER_NAME	CONSIGNEE_NAME	SHIPPER_NAME	ITEM_DESCRIPTION	BL_NO
NEPTUNIA	Export	BMOU2401914	CMA-CGM	GUAYAQUIL EXPRESS	9128N	20190819	20190820		Callao , Peru		Bilbao , Spain	1				INDUSTRIAS ELECTRO QUIMICAS S A	BOLAS Y PLACAS LAMINADAS DE ZINC	
NEPTUNIA	Export	TEMU1729841	MEDITERRANEAN SHIPPING COMPANY	MSC GAYANE	NX935R	20190903	20190904		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	MEDU6002235	MEDITERRANEAN SHIPPING COMPANY	MSC GAYANE	NX935R	20190903	20190904		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	UACU5858828	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	TCLU6669769	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	TRHU2875206	CMA-CGM	SANTOS EXPRESS	9126N	20190805	20190806		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	MSDU1078868	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	SEGU3179970	CMA-CGM	CMA CGM NIAGARA	0WC3WN1MA	20190826	20190828		Callao , Peru		Bilbao , Spain	1				INDUSTRIAS ELECTRO QUIMICAS S A	MERCADERIA EN GENERAL -	
NEPTUNIA	Export	AMFU8947442	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	BSIU2156685	MEDITERRANEAN SHIPPING COMPANY	MSC GAYANE	NX935R	20190903	20190904		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
